image_name,mask_type,wsmse_tag,swhdc_tag,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim01,full,0,0,0.01,27.73700783211,0.10110627114772797,13252.201171875,27.700929819083985,0.10270588099956512,13461.865234375,0.07550048828125,9896.0,0.03369903564453125,4417.0,0.03868865966796875,5071.0,0.0,0,0.17820636928081512,23357.865234375,100000,10000
othim01,full,0,0,0.00802,28.24097462608595,0.12322479486465454,16151.3203125,28.209710318941404,0.12709711492061615,16658.873046875,0.07562255859375,9912.0,0.0341644287109375,4478.0,0.03847503662109375,5043.0,0.0,0,0.20271967351436615,26570.873046875,100000,10000
othim01,full,0,0,0.00604,28.861780039412757,0.14914891123771667,19549.24609375,28.81342693598626,0.15153521299362183,19862.0234375,0.0755767822265625,9906.0,0.033233642578125,4356.0,0.03876495361328125,5081.0,0.0,0,0.22711199522018433,29768.0234375,100000,10000
othim01,full,0,0,0.00406,29.524309983677,0.19294823706150055,25290.111328125,29.469039772216266,0.1980952024459839,25964.734375,0.0755615234375,9904.0,0.03343963623046875,4383.0,0.0386810302734375,5070.0,0.0,0,0.2736567258834839,35868.734375,100000,10000
othim01,full,0,0,0.00208,31.500786346944558,0.33538007736206055,43958.9375,31.428961238454033,0.3381967544555664,44328.125,0.0782318115234375,10254.0,0.03731536865234375,4891.0,0.0374755859375,4912.0,0.0,0,0.4164285659790039,54582.125,100000,10000
othim01,full,0,0,0.0001,40.113383766725434,1.588287591934204,208180.03125,40.08822468378347,1.5932811498641968,208834.546875,0.08506011962890625,11149.0,0.03553009033203125,4657.0,0.04497528076171875,5895.0,0.0,0,1.678341269493103,219983.546875,100000,10000
othim01,full,1,0,0.01,27.390492554279593,0.11320310831069946,14837.7578125,27.327400626185245,0.11431039869785309,14982.892578125,0.0785064697265625,10290.0,0.03766632080078125,4937.0,0.03816986083984375,5003.0,0.0,0,0.1928168684244156,25272.892578125,100000,10000
othim01,full,1,0,0.00802,27.82342508526579,0.13357771933078766,17508.298828125,27.746690844127198,0.13807468116283417,18097.724609375,0.0703125,9216.0,0.032379150390625,4244.0,0.03488922119140625,4573.0,0.0,0,0.20838718116283417,27313.724609375,100000,10000
othim01,full,1,0,0.00604,28.360103306826808,0.16859489679336548,22098.0703125,28.239600065462707,0.1724473088979721,22603.013671875,0.071563720703125,9380.0,0.03340911865234375,4379.0,0.03458404541015625,4533.0,0.0,0,0.2440110296010971,31983.013671875,100000,10000
othim01,full,1,0,0.00406,29.584435843814028,0.2449612021446228,32107.5546875,29.54214333679041,0.24783965945243835,32484.83984375,0.07462310791015625,9781.0,0.03372955322265625,4421.0,0.03739166259765625,4901.0,0.0,0,0.3224627673625946,42265.83984375,100000,10000
