image_name,mask_type,wsmse_tag,swhdc_tag,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim01,full,0,0,0.015,25.83872560391551,0.07271692156791687,38124.609375,25.82303536071898,0.6993415355682373,0.07338565587997437,38475.21875,0.01495361328125,7840.0,0.00635528564453125,3332.0,0.0077686309814453125,4073.0,0.0,0,0.08833926916122437,46315.21875,100,100
othim01,full,0,0,0.01,26.916744680264213,0.10185721516609192,53402.515625,26.865636901849154,0.7427870631217957,0.1020432710647583,53500.0625,0.014654159545898438,7683.0,0.0072231292724609375,3787.0,0.0064907073974609375,3403.0,0.0,0,0.11669743061065674,61183.0625,100,100
othim01,full,0,0,0.007,26.86044641600573,0.18360772728919983,96263.328125,26.85258573268628,0.755886971950531,0.18383316695690155,96381.5234375,0.017259597778320312,9049.0,0.007495880126953125,3930.0,0.0088348388671875,4632.0,0.0,0,0.20109276473522186,105430.5234375,100,100
othim01,full,0,0,0.005,28.02996677058214,0.17438143491744995,91426.09375,28.016996315694367,0.7923123836517334,0.17499782145023346,91749.2578125,0.017187118530273438,9011.0,0.007495880126953125,3930.0,0.008749008178710938,4587.0,0.0,0,0.1921849399805069,100760.2578125,100,100
othim01,full,0,0,0.0035,28.918553874581047,0.23059572279453278,120898.5703125,28.91065447857505,0.8176895976066589,0.23140764236450195,121324.25,0.017436981201171875,9142.0,0.0075531005859375,3960.0,0.008935928344726562,4685.0,0.0,0,0.24884462356567383,130466.25,100,100
othim01,full,0,0,0.0025,29.994124283725878,0.3177703619003296,166603.1875,29.976510302419758,0.8472628593444824,0.3182588219642639,166859.28125,0.0172119140625,9024.0,0.0075130462646484375,3939.0,0.008756637573242188,4591.0,0.0,0,0.3354707360267639,175883.28125,100,100
othim01,full,0,0,0.0015,32.06899282194843,0.43800562620162964,229641.09375,32.05869444912641,0.8873621821403503,0.43988239765167236,230625.0625,0.016633987426757812,8721.0,0.00637054443359375,3340.0,0.0094451904296875,4952.0,0.0,0,0.4565163850784302,239346.0625,100,100
othim01,full,0,0,0.0008,33.44678555230663,0.659065842628479,345540.3125,33.43267233819282,0.9085662364959717,0.6601070761680603,346086.21875,0.018039703369140625,9458.0,0.008718490600585938,4571.0,0.0082855224609375,4344.0,0.0,0,0.6781467795372009,355544.21875,100,100
