image_name,mask_type,wsmse_tag,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim13,full,0,0,1,0.0035,30.702993776490015,0.1455399990081787,76304.875,30.686028542672393,0.8665353059768677,0.14645378291606903,76783.9609375,0.017824172973632812,9345.0,0.0076465606689453125,4009.0,0.009319305419921875,4886.0,0.0,0,0.16427795588970184,86128.9609375,5000,1000
othim14,full,0,0,1,0.0035,30.549231122602617,0.1429525464773178,74948.3046875,30.538543878962127,0.8674401044845581,0.14413049817085266,75565.890625,0.019098281860351562,10013.0,0.007902145385742188,4143.0,0.0102386474609375,5368.0,0.0,0,0.16322878003120422,85578.890625,5000,1000
othim15,full,0,0,1,0.0035,30.756627587629854,0.15823733806610107,82961.9375,30.736401497185245,0.8679171800613403,0.15924586355686188,83490.6953125,0.018110275268554688,9495.0,0.007846832275390625,4114.0,0.00940704345703125,4932.0,0.0,0,0.17735613882541656,92985.6953125,5000,1000
othim16,full,0,0,1,0.0035,31.35864288958096,0.13812156021595,72415.4765625,31.350144078873626,0.8819365501403809,0.13962070643901825,73201.4609375,0.019062042236328125,9994.0,0.0077724456787109375,4075.0,0.010463714599609375,5486.0,0.0,0,0.15868274867534637,83195.4609375,5000,1000
othim17,full,0,0,1,0.0035,31.080576734697363,0.13282358646392822,69637.8125,31.06036098140278,0.8799719214439392,0.13366460800170898,70078.75,0.018848419189453125,9882.0,0.008930206298828125,4682.0,0.008968353271484375,4702.0,0.0,0,0.1525130271911621,79960.75,5000,1000
othim18,full,0,0,1,0.0035,31.072120302923167,0.1357995867729187,71198.09375,31.04955055034803,0.8786856532096863,0.13608330488204956,71346.84375,0.018880844116210938,9899.0,0.008899688720703125,4666.0,0.009138107299804688,4791.0,0.0,0,0.1549641489982605,81245.84375,5000,1000
othim19,full,0,0,1,0.0035,28.659579246360508,0.36300593614578247,190319.65625,28.646177172818785,0.8339077830314636,0.3634305000305176,190542.25,0.019441604614257812,10193.0,0.0088958740234375,4664.0,0.009616851806640625,5042.0,0.0,0,0.3828721046447754,200735.25,5000,1000
othim20,full,0,0,1,0.0035,28.64610688956888,0.36110353469848633,189322.25,28.636329975036876,0.8340043425559998,0.36179959774017334,189687.1875,0.019100189208984375,10014.0,0.008752822875976562,4589.0,0.009540557861328125,5002.0,0.0,0,0.3808997869491577,199701.1875,5000,1000
othim21,full,0,0,1,0.0035,28.652791297413987,0.37509289383888245,196656.703125,28.636184227987243,0.8356575965881348,0.3764459788799286,197366.109375,0.018133163452148438,9507.0,0.007844924926757812,4113.0,0.00946044921875,4960.0,0.0,0,0.394579142332077,206873.109375,5000,1000
othim22,full,0,0,1,0.0035,31.137587225545747,0.1829659342765808,95926.84375,31.11204897989268,0.8721579313278198,0.18330685794353485,96105.5859375,0.020036697387695312,10505.0,0.008838653564453125,4634.0,0.010234832763671875,5366.0,0.0,0,0.20334355533123016,106610.5859375,5000,1000
othim23,full,0,0,1,0.0035,29.892026639890208,0.17597520351409912,92261.6875,29.884378609052565,0.8583304286003113,0.17693373560905457,92764.234375,0.020666122436523438,10835.0,0.009130477905273438,4787.0,0.010442733764648438,5475.0,0.0,0,0.197599858045578,103599.234375,5000,1000
othim24,full,0,0,1,0.0035,29.177332027003228,0.2647632360458374,138812.1875,29.15578058217388,0.8573789596557617,0.26537907123565674,139135.0625,0.019277572631835938,10107.0,0.008958816528320312,4697.0,0.009618759155273438,5043.0,0.0,0,0.2846566438674927,149242.0625,5000,1000
othim25,full,0,0,1,0.0035,28.003636679892406,0.4066965579986572,213226.125,27.9989470358734,0.8403916358947754,0.4070299565792084,213400.921875,0.020101547241210938,10539.0,0.008922576904296875,4678.0,0.010221481323242188,5359.0,0.0,0,0.4271315038204193,223939.921875,5000,1000
othim26,full,0,0,1,0.0035,28.167440687099056,0.39942467212677,209413.5625,28.154825005196113,0.8445541858673096,0.3999462127685547,209687.0,0.019308090209960938,10123.0,0.0089569091796875,4696.0,0.009387969970703125,4922.0,0.0,0,0.4192543029785156,219810.0,5000,1000
othim27,full,0,0,1,0.0035,28.291787537028053,0.32874631881713867,172357.75,28.283993477827384,0.8214292526245117,0.32898250222206116,172481.578125,0.020032882690429688,10503.0,0.008886337280273438,4659.0,0.010194778442382812,5345.0,0.0,0,0.34901538491249084,182984.578125,5000,1000
othim28,full,0,0,1,0.0035,28.78761519976022,0.32932984828948975,172663.6875,28.78247788396477,0.8439977169036865,0.3305336833000183,173294.84375,0.01904296875,9984.0,0.00786590576171875,4124.0,0.0103759765625,5440.0,0.0,0,0.3495766520500183,183278.84375,5000,1000
othim29,full,0,0,1,0.0035,29.27315708528569,0.3235049247741699,169609.75,29.257485476387263,0.8434821367263794,0.323649525642395,169685.5625,0.0194091796875,10176.0,0.0090789794921875,4760.0,0.009511947631835938,4987.0,0.0,0,0.343058705329895,179861.5625,5000,1000
othim30,full,0,0,1,0.0035,28.76741713595639,0.34742942452430725,182153.078125,28.758775524519933,0.8464306592941284,0.3486230969429016,182778.90625,0.018341064453125,9616.0,0.008020401000976562,4205.0,0.009389877319335938,4923.0,0.0,0,0.3669641613960266,192394.90625,5000,1000
othim01,full,0,0,1,0.005,28.866963004315636,0.14855152368545532,77883.78125,28.85574776089221,0.8118371367454529,0.1495317965745926,78397.7265625,0.01935577392578125,10148.0,0.009008407592773438,4723.0,0.009386062622070312,4921.0,0.0,0,0.16888757050037384,88545.7265625,5000,1000
othim02,full,0,0,1,0.005,28.909648840280454,0.1529206782579422,80174.4765625,28.892235088655664,0.8121106624603271,0.15339410305023193,80422.6875,0.0193939208984375,10168.0,0.009050369262695312,4745.0,0.009496688842773438,4979.0,0.0,0,0.17278802394866943,90590.6875,5000,1000
othim03,full,0,0,1,0.005,28.74489881023184,0.15474940836429596,81133.2578125,28.72837186473414,0.8063053488731384,0.15540698170661926,81478.015625,0.018026351928710938,9451.0,0.007898330688476562,4141.0,0.009395599365234375,4926.0,0.0,0,0.1734333336353302,90929.015625,5000,1000
othim04,full,0,0,1,0.005,26.620180209889593,0.36285603046417236,190241.0625,26.60988399550644,0.7771216630935669,0.3641323149204254,190910.203125,0.018192291259765625,9538.0,0.00789642333984375,4140.0,0.009471893310546875,4966.0,0.0,0,0.38232460618019104,200448.203125,5000,1000
othim05,full,0,0,1,0.005,27.338237104475628,0.2737382650375366,143517.6875,27.331685432749754,0.7694681882858276,0.275028258562088,144194.015625,0.018339157104492188,9615.0,0.0079193115234375,4152.0,0.009449005126953125,4954.0,0.0,0,0.2933674156665802,153809.015625,5000,1000
othim06,full,0,0,1,0.005,27.549674430043996,0.28339236974716187,148579.21875,27.544918215002507,0.7790209054946899,0.2848789691925049,149358.625,0.0191650390625,10048.0,0.008014678955078125,4202.0,0.010309219360351562,5405.0,0.0,0,0.3040440082550049,159406.625,5000,1000
