image_name,mask_type,wsmse_tag,loss_type,lambda_dist,lambda_percep,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim24,erp,0,wsmse,0.0023437500000000003,1.0,1,1,0.035,24.761385069352485,0.04010655730962753,21027.38671875,24.706356432024393,0.693980872631073,0.04097282513976097,21481.560546875,0.019029617309570312,9977.0,0.008056640625,4224.0,0.010229110717773438,5363.0,0.0,0,0.060002442449331284,31458.560546875,5000,1000
