image_name,mask_type,wsmse_tag,loss_type,lambda_dist,lambda_percep,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim19,erp,0,wsmse,0.0023437500000000003,1.0,1,1,0.02,24.460986210897847,0.09987982362508774,52365.79296875,24.43935068529137,0.6457474231719971,0.10001710057258606,52437.765625,0.0185699462890625,9736.0,0.0078125,4096.0,0.0099029541015625,5192.0,0.0,0,0.11858704686164856,62173.765625,1000,1000
