image_name,mask_type,wsmse_tag,loss_type,lambda_dist,lambda_percep,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim09,erp,0,combined,0,1,1,1,0.8,27.1850755671011,0.0855382010340691,44846.65234375,26.0527159716688,0.864338278770447,0.085835725069046,45002.640625,0.0171642303466797,8999,0.00905609130859375,4748,0.00749397277832031,3929,0,0,0.102999955415726,54001.640625,5000,1000
othim10,erp,0,combined,0,1,1,1,0.8,27.085246870302,0.103997752070427,54524.7734375,26.6721179718934,0.81865668296814,0.104488477110863,54782.0546875,0.0175056457519531,9178,0.00807762145996094,4235,0.00884437561035156,4637,0,0,0.121994122862816,63960.0546875,5000,1000
othim11,erp,0,combined,0,1,1,1,0.8,26.6761812946484,0.111345559358597,58377.140625,25.4375777100964,0.80052661895752,0.112305670976639,58880.515625,0.0164337158203125,8616,0.00805473327636719,4223,0.00789070129394531,4137,0,0,0.128739386796951,67496.515625,5000,1000
othim12,erp,0,combined,0,1,1,1,0.8,26.3621673439624,0.12303438782692,64505.453125,25.1046887250373,0.791842103004456,0.123642303049564,64824.17578125,0.0163116455078125,8552,0.00784111022949219,4111,0.00798225402832031,4185,0,0,0.139953948557377,73376.17578125,5000,1000
othim13,erp,0,combined,0,1,1,1,0.8,27.1911351538574,0.0793954655528069,41626.08984375,26.728425483545,0.853573322296143,0.0812865346670151,42617.5546875,0.0166778564453125,8744,0.00716018676757813,3754,0.00901603698730469,4727,0,0,0.0979643911123276,51361.5546875,5000,1000
othim14,erp,0,combined,0,1,1,1,0.8,26.6975335787943,0.0797487199306488,41811.296875,24.7694880101642,0.824628949165344,0.0814265161752701,42690.9453125,0.0140132904052734,7347,0.00684165954589844,3587,0.00671005249023438,3518,0,0,0.0954398065805435,50037.9453125,5000,1000
othim15,erp,0,combined,0,1,1,1,0.8,27.3229240836394,0.0813224464654923,42636.3828125,26.0381303753503,0.849980056285858,0.0821103453636169,43049.46875,0.0163593292236328,8577,0.00789260864257813,4138,0.00786781311035156,4125,0,0,0.0984696745872498,51626.46875,5000,1000
othim16,erp,0,combined,0,1,1,1,0.8,27.4750756682242,0.0725247114896774,38023.8359375,26.8471268669855,0.876872062683106,0.0734740495681763,38521.5625,0.0165824890136719,8694,0.00803947448730469,4215,0.00796699523925781,4177,0,0,0.0900565385818481,47215.5625,5000,1000
othim17,erp,0,combined,0,1,1,1,0.8,27.4665130644471,0.0721901431679726,37848.42578125,25.5486711656825,0.863717555999756,0.0729767680168152,38260.84375,0.0151691436767578,7953,0.00799751281738281,4193,0.00670623779296875,3516,0,0,0.088145911693573,46213.84375,5000,1000
othim18,erp,0,combined,0,1,1,1,0.8,27.8588027991978,0.0712799951434135,37371.24609375,25.7067088357549,0.859238803386688,0.072291374206543,37901.5,0.0160884857177734,8435,0.00801849365234375,4204,0.00760459899902344,3987,0,0,0.0883798599243164,46336.5,5000,1000
othim19,erp,0,combined,0,1,1,1,0.8,24.3114883691722,0.166017383337021,87040.921875,23.1386502126367,0.770767331123352,0.166414052248001,87248.890625,0.0166263580322266,8717,0.00929069519042969,4871,0.00685310363769531,3593,0,0,0.183040410280228,95965.890625,5000,1000
othim20,erp,0,combined,0,1,1,1,0.8,24.3758735192843,0.17139445245266,89860.0546875,23.2115962825533,0.781353831291199,0.171751111745834,90047.046875,0.0164546966552734,8627,0.00815773010253906,4277,0.00782012939453125,4100,0,0,0.188205808401108,98674.046875,5000,1000
othim21,erp,0,combined,0,1,1,1,0.8,24.1529499488264,0.167041748762131,87577.984375,23.6140367128382,0.784318864345551,0.167944371700287,88051.21875,0.0149440765380859,7835,0.00677108764648438,3550,0.00769424438476563,4034,0,0,0.182888448238373,95886.21875,5000,1000
othim22,erp,0,combined,0,1,1,1,0.8,25.3695937287063,0.0825081393122673,43258.02734375,23.805999687068,0.851957499980927,0.0830154269933701,43523.9921875,0.0168170928955078,8817,0.00804901123046875,4220,0.00806427001953125,4228,0,0,0.0998325198888779,52340.9921875,5000,1000
othim23,erp,0,combined,0,1,1,1,0.8,26.0555669043341,0.0951934009790421,49908.7578125,25.7768821255258,0.858859419822693,0.0958267524838448,50240.81640625,0.0180568695068359,9467,0.00783157348632813,4106,0.00948333740234375,4972,0,0,0.113883621990681,59707.81640625,5000,1000
othim24,erp,0,combined,0,1,1,1,0.8,24.9134158325956,0.102887913584709,53942.8984375,24.1057806613509,0.823673009872437,0.103199556469917,54106.2890625,0.0165691375732422,8687,0.00810813903808594,4251,0.00786018371582031,4121,0,0,0.119768694043159,62793.2890625,5000,1000
othim25,erp,0,combined,0,1,1,1,0.8,22.734372551597,0.146437540650368,76775.4453125,21.0423453957728,0.742666602134705,0.147297397255898,77226.2578125,0.0139083862304688,7292,0.00704193115234375,3692,0.00638961791992188,3350,0,0,0.161205783486366,84518.2578125,5000,1000
othim26,erp,0,combined,0,1,1,1,0.8,22.9538564021171,0.149188280105591,78217.625,22.2995692821613,0.775972783565521,0.149445623159409,78352.546875,0.0169010162353516,8861,0.00824165344238281,4321,0.00803184509277344,4211,0,0,0.16634663939476,87213.546875,5000,1000
othim27,erp,0,combined,0,1,1,1,0.8,23.9212823915882,0.14031146466732,73563.6171875,23.0203021778846,0.770168483257294,0.140740990638733,73788.8125,0.0163326263427734,8563,0.00791549682617188,4150,0.00781059265136719,4095,0,0,0.157073616981506,82351.8125,5000,1000
othim28,erp,0,combined,0,1,1,1,0.8,24.5557953603568,0.132750570774078,69599.53125,23.8112859716752,0.796433091163635,0.13391038775444,70207.609375,0.0166912078857422,8751,0.0079803466796875,4184,0.00822639465332031,4313,0,0,0.150601595640183,78958.609375,5000,1000
othim29,erp,0,combined,0,1,1,1,0.8,24.8809755933071,0.124312363564968,65175.48046875,24.1204552204703,0.797654628753662,0.1259545981884,66036.484375,0.0153388977050781,8042,0.00700569152832031,3673,0.00786018371582031,4121,0,0,0.141293495893478,74078.484375,5000,1000
othim30,erp,0,combined,0,1,1,1,0.8,24.3294211211272,0.132021754980087,69217.421875,23.9949143602854,0.801569163799286,0.133120447397232,69793.453125,0.01654052734375,8672,0.00690650939941406,3621,0.0091400146484375,4792,0,0,0.149660974740982,78465.453125,5000,1000

othim01,erp,0,combined,0,1,1,1,0.05,34.1969677417207,0.784423768520355,411263.96875,33.0165898269358,0.961480259895325,0.784614264965057,411363.84375,0.0200309753417969,10502,0.0100784301757813,5284,0.00925636291503906,4853,0,0,0.804645240306854,421865.84375,5000,1000
