image_name,mask_type,wsmse_tag,swhdc_tag,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim01,full,0,1,0.01,26.836293037856322,0.10701517760753632,56106.7734375,26.81730837770844,0.7416579723358154,0.10750141739845276,56361.703125,0.017322540283203125,9082.0,0.007354736328125,3856.0,0.009019851684570312,4729.0,0.0,0,0.12482395768165588,65443.703125,100,100
othim04,full,0,1,0.01,24.161810360506113,0.22418221831321716,117536.046875,24.15596807609182,0.6658250689506531,0.2253471165895462,118146.7890625,0.016054153442382812,8417.0,0.0064792633056640625,3397.0,0.008588790893554688,4503.0,0.0,0,0.24140127003192902,126563.7890625,100,100
