image_name,mask_type,wsmse_tag,loss_type,lambda_dist,lambda_percep,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim01,erp,0,wsmse,0.0023437500000000003,1.0,1,1,0.004,30.470897113813933,0.2191600203514099,114902.96875,30.443004579175945,0.8493241667747498,0.21946236491203308,115061.484375,0.021259307861328125,11146.0,0.008945465087890625,4690.0,0.011480331420898438,6019.0,0.0,0,0.2407216727733612,126207.484375,5000,1000
