image_name,mask_type,wsmse_tag,loss_type,lambda_dist,lambda_percep,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim01,erp,0,combined,0.0,1.0,1,1,0.02,36.6651190085378,1.2935631275177002,678199.625,36.51757036623954,0.9776598811149597,1.2941850423812866,678525.6875,0.021505355834960938,11275.0,0.009759902954101562,5117.0,0.011072158813476562,5805.0,0.0,0,1.3156903982162476,689800.6875,5000,1000
othim01,erp,0,combined,0.0,1.0,1,1,0.05,34.06816085299706,0.7835036516189575,410781.5625,33.59508001359532,0.9624478220939636,0.7842025756835938,411148.0,0.020009994506835938,10491.0,0.009061813354492188,4751.0,0.010259628295898438,5379.0,0.0,0,0.8042125701904297,421639.0,5000,1000
othim01,erp,0,combined,0.0,1.0,1,1,0.1,32.17571469989477,0.5134278535842896,269184.0625,31.755213156175966,0.9453788995742798,0.5148122310638428,269909.875,0.019166946411132812,10049.0,0.0080718994140625,4232.0,0.010423660278320312,5465.0,0.0,0,0.5339791774749756,279958.875,5000,1000
othim01,erp,0,combined,0.0,1.0,1,1,0.2,29.84163294489967,0.34055811166763306,178550.53125,29.335674815649018,0.9166101813316345,0.3407483398914337,178650.265625,0.01856231689453125,9732.0,0.009090423583984375,4766.0,0.008914947509765625,4674.0,0.0,0,0.35931065678596497,188382.265625,5000,1000
othim01,erp,0,combined,0.0,1.0,1,1,0.4,28.027654504047984,0.19712497293949127,103350.2578125,26.88966191042226,0.8698825240135193,0.19819197058677673,103909.671875,0.017364501953125,9104.0,0.00798797607421875,4188.0,0.008914947509765625,4674.0,0.0,0,0.21555647253990173,113013.671875,5000,1000
othim01,erp,0,combined,0.0,1.0,1,1,0.8,26.325449820731226,0.11132786422967911,58367.86328125,25.048013296174236,0.8247877359390259,0.11184633523225784,58639.69140625,0.016544342041015625,8674.0,0.007986068725585938,4187.0,0.007955551147460938,4171.0,0.0,0,0.12839067727327347,67313.69140625,5000,1000
